date,state,compound,pos,neg,neu,count,num_sentence
1106,Oregon,-0.021103388,0.082093658,0.090770818,0.827120185,113,2.513274336
1106,Utah,0.03438439,0.073568044,0.068134868,0.858299843,121,2.652892562
1106,Iowa,-0.009665303,0.097463468,0.08195404,0.820590404,99,2.434343434
1106,Arkansas,0.062406759,0.119553704,0.079949074,0.800476389,36,2.416666667
1106,Mississippi,0.062319643,0.109678571,0.091041667,0.799369048,28,2.178571429
1106,Kansas,0.067526703,0.105000733,0.074992308,0.820050229,52,2.769230769
1106,Nebraska,0.117772726,0.097027162,0.058191934,0.844786006,49,2.469387755
1106,West Virginia,0.092019833,0.134393333,0.060343333,0.805263333,20,3
1106,Idaho,-0.032717658,0.099573423,0.099240541,0.801208559,37,2.513513514
1106,Hawaii,0.030310664,0.09025826,0.095522287,0.814163252,43,2.604651163
1106,Maine,0.04923719,0.11038381,0.088435238,0.801128571,35,2.4
1106,Montana,0.109886667,0.112016667,0.066611111,0.821438889,15,2
1106,South Dakota,0.082519483,0.125878161,0.083237356,0.790867241,29,3
1106,North Dakota,-0.29557,0,0.2341,0.7659,5,1.6
1106,Wyoming,0.230158,0.154453333,0.02008,0.825426667,5,3.6
1106,"Washington, D.C.",0.076409299,0.089236293,0.052611682,0.858167913,107,1.925233645
1107,Rhode Island,-0.003286,0.08562625,0.092264583,0.8221375,40,1.675
1107,Connecticut,0.093714479,0.12728244,0.076669345,0.796028869,112,2.125
1107,Massachusetts,0.101189838,0.117911463,0.067300898,0.814805318,313,2.303514377
1107,New Hampshire,0.039318708,0.110087917,0.056108611,0.833790139,60,2.2
1107,Vermont,0.042495686,0.085727451,0.054702941,0.859640196,17,2.647058824
1107,Delaware,0.10938584,0.14175271,0.055170732,0.803031843,41,2.292682927
1107,Oklahoma,0.031146105,0.086211243,0.060932513,0.852839688,151,2.099337748
1107,Nevada,0.019192457,0.095650908,0.084963348,0.819378973,160,2.2125
1107,New Mexico,0.173426852,0.145920679,0.057148457,0.796921605,54,2.185185185
1107,California,0.088143513,0.120391214,0.070107857,0.809506868,1604,2.195137157
1107,Texas,0.0805372,0.123316916,0.079769467,0.79691863,913,2.188389923
1107,Florida,0.052912508,0.106100889,0.076936622,0.816948364,814,2.235872236
1107,Pennsylvania,0.050117485,0.104376336,0.080276509,0.815342359,497,2.323943662
1107,New York,0.088110086,0.125328873,0.073889035,0.800776587,1070,2.138317757
1107,Illinois,0.095308938,0.12057102,0.072360875,0.807070251,466,2.152360515
1107,Ohio,0.081783988,0.116660033,0.076110075,0.80721961,402,2.062189055
1107,Georgia,0.055976333,0.104683967,0.076037701,0.819276702,368,2.089673913
1107,North Carolina,0.089817587,0.115408094,0.068591227,0.815993666,309,2.213592233
1107,Michigan,0.04548576,0.111268821,0.07706184,0.811675176,257,2.124513619
1107,New Jersey,0.090083336,0.120922862,0.068170477,0.810896128,269,2.096654275
1107,Virginia,0.101852535,0.123187783,0.071095528,0.805700023,348,2.175287356
1107,Washington,0.08040323,0.125189021,0.074763814,0.800050285,288,2.361111111
1107,Arizona,0.055721124,0.117879939,0.083320137,0.79878465,282,2.333333333
1107,Tennessee,0.074902587,0.115344248,0.077134577,0.807501897,268,1.985074627
1107,Indiana,0.065589384,0.113594829,0.07508398,0.811324962,221,2.235294118
1107,Missouri,0.073156998,0.106477952,0.071079422,0.82246734,175,2.022857143
1107,Maryland,0.117013679,0.128830261,0.060567972,0.810614055,217,1.953917051
1107,Wisconsin,0.043705229,0.103837554,0.07274966,0.823397851,154,2.285714286
1107,Colorado,0.071073718,0.112491026,0.073729015,0.813769298,247,2.157894737
1107,Minnesota,0.028102171,0.100240812,0.083996647,0.815789146,213,2.112676056
1107,South Carolina,0.035801366,0.082232849,0.079239438,0.838542442,172,1.796511628
1107,Alabama,0.004998292,0.105292069,0.088594768,0.80610414,157,1.929936306
1107,Louisiana,0.093121005,0.106201981,0.079272506,0.814521579,137,2.080291971
1107,Kentucky,0.093521463,0.120998134,0.057337227,0.821663851,148,2.256756757
1107,Oregon,0.04464946,0.123534445,0.089223731,0.787230795,182,2.395604396
1107,Utah,0.033227685,0.069767131,0.055211092,0.875021099,123,2.601626016
1107,Iowa,0.087930247,0.115363603,0.057019514,0.827613549,95,2.515789474
1107,Arkansas,0.076198739,0.104402015,0.052437027,0.843171642,78,2.192307692
1107,Mississippi,0.067467576,0.114738384,0.064298485,0.820964394,66,2.196969697
1107,Kansas,0.226182212,0.132525041,0.059353449,0.808065954,117,1.957264957
1107,Nebraska,0.105553938,0.116626284,0.071227115,0.812148794,76,2.526315789
1107,West Virginia,0.081303351,0.115206522,0.081837862,0.802941123,46,2.065217391
1107,Idaho,0.02909116,0.112394771,0.081290196,0.806279902,51,2.392156863
1107,Hawaii,0.093285847,0.127254365,0.071015212,0.801720503,63,2.142857143
1107,Maine,0.11222162,0.142280556,0.067046914,0.790681019,54,2.222222222
